customer_id,city,signup_date,customer_tier,preferred_contact_method,signup_year,signup_month,signup_quarter
4789,Cape Town,2024-11-09,Silver,Whatsapp,2024.0,11.0,4.0
9868,Cape Town,2025-01-27,Bronze,Sms,2025.0,1.0,1.0
31716,Cape Town,2021-04-05,Silver,Whatsapp,2021.0,4.0,2.0
38678,Cape Town,2024-04-07,Gold,Email,2024.0,4.0,2.0
18217,Cape Town,2026-01-27,Bronze,Call,2026.0,1.0,1.0
17310,Pretoria,2021-10-16,Silver,Email,2021.0,10.0,4.0
1286,Durban,2022-02-27,Bronze,Email,2022.0,2.0,1.0
57361,Unknown,2023-08-15,Bronze,Sms,2023.0,8.0,3.0
2470,Johannesburg,2025-01-14,Bronze,Email,2025.0,1.0,1.0
26687,Pretoria,2023-10-05,Silver,Email,2023.0,10.0,4.0
32303,Pretoria,2026-02-22,Silver,Call,2026.0,2.0,1.0
54974,Johannesburg,2023-02-02,Gold,Email,2023.0,2.0,1.0
29904,Johannesburg,2022-09-04,Bronze,Email,2022.0,9.0,3.0
28025,Durban,2025-02-13,Bronze,Whatsapp,2025.0,2.0,1.0
3834,Cape Town,2023-08-12,Gold,Email,2023.0,8.0,3.0
43464,Pretoria,2021-09-08,Gold,Email,2021.0,9.0,3.0
29927,Cape Town,2024-07-22,Gold,Whatsapp,2024.0,7.0,3.0
54060,Pretoria,2021-06-04,Gold,Email,2021.0,6.0,2.0
14121,Cape Town,2022-08-28,Bronze,Email,2022.0,8.0,3.0
20578,Pretoria,2022-07-05,Bronze,Email,2022.0,7.0,3.0
32536,Unknown,2021-08-19,Bronze,Email,2021.0,8.0,3.0
7448,Pretoria,2026-01-31,Silver,Call,2026.0,1.0,1.0
5124,Durban,2025-06-16,Gold,Email,2025.0,6.0,2.0
14649,Johannesburg,2025-04-15,Gold,Call,2025.0,4.0,2.0
947,Johannesburg,2023-05-10,Gold,Sms,2023.0,5.0,2.0
41628,Cape Town,2021-01-13,Gold,Email,2021.0,1.0,1.0
7447,Cape Town,2021-08-18,Bronze,Email,2021.0,8.0,3.0
43938,Cape Town,2022-07-14,Gold,Email,2022.0,7.0,3.0
21919,Unknown,2020-01-10,Gold,Whatsapp,2020.0,1.0,1.0
48473,Durban,2023-11-20,Bronze,Email,2023.0,11.0,4.0
23577,Cape Town,2024-03-29,Bronze,Email,2024.0,3.0,1.0
28583,Johannesburg,2024-04-29,Bronze,Email,2024.0,4.0,2.0
28336,Pretoria,2024-07-11,Gold,Email,2024.0,7.0,3.0
45319,Unknown,2024-02-24,Bronze,Email,2024.0,2.0,1.0
33674,Pretoria,2021-04-11,Bronze,Sms,2021.0,4.0,2.0
3689,Johannesburg,2022-07-18,Silver,Sms,2022.0,7.0,3.0
55926,Johannesburg,2022-08-15,Bronze,Sms,2022.0,8.0,3.0
983,Unknown,2023-06-12,Gold,Email,2023.0,6.0,2.0
20831,Pretoria,2025-07-24,Silver,Email,2025.0,7.0,3.0
38758,Cape Town,2025-06-13,Bronze,Sms,2025.0,6.0,2.0
22516,Pretoria,2023-05-23,Silver,Call,2023.0,5.0,2.0
7965,Unknown,2024-02-08,Silver,Whatsapp,2024.0,2.0,1.0
33472,Unknown,2026-01-22,Gold,Email,2026.0,1.0,1.0
18257,Pretoria,2026-10-03,Bronze,Email,2026.0,10.0,4.0
30269,Durban,2025-03-16,Bronze,Sms,2025.0,3.0,1.0
22439,Cape Town,2022-10-30,Bronze,Email,2022.0,10.0,4.0
50243,Unknown,2021-01-21,Bronze,Sms,2021.0,1.0,1.0
57402,Durban,2024-12-29,Gold,Call,2024.0,12.0,4.0
38204,Durban,2022-08-18,Silver,Call,2022.0,8.0,3.0
19082,Cape Town,2022-06-29,Bronze,Whatsapp,2022.0,6.0,2.0
425,Pretoria,2026-04-21,Silver,Call,2026.0,4.0,2.0
55999,Johannesburg,2020-05-06,Bronze,Call,2020.0,5.0,2.0
39649,Cape Town,2025-04-02,Bronze,Email,2025.0,4.0,2.0
34290,Johannesburg,2021-03-07,Bronze,Whatsapp,2021.0,3.0,1.0
52233,Cape Town,2024-03-09,Silver,Email,2024.0,3.0,1.0
54104,Pretoria,2021-06-15,Bronze,Email,2021.0,6.0,2.0
26574,Durban,2021-03-01,Bronze,Email,2021.0,3.0,1.0
7837,Cape Town,2021-02-26,Bronze,Whatsapp,2021.0,2.0,1.0
10976,Pretoria,2026-01-24,Silver,Whatsapp,2026.0,1.0,1.0
41329,Cape Town,2021-07-06,Bronze,Sms,2021.0,7.0,3.0
32559,Pretoria,2022-12-29,Bronze,Whatsapp,2022.0,12.0,4.0
32460,Cape Town,2025-12-12,Silver,Whatsapp,2025.0,12.0,4.0
28555,Durban,2023-01-25,Bronze,Sms,2023.0,1.0,1.0
49902,Cape Town,2025-06-05,Silver,Email,2025.0,6.0,2.0
11740,Johannesburg,2025-03-18,Silver,Email,2025.0,3.0,1.0
53535,Cape Town,2024-09-10,Silver,Call,2024.0,9.0,3.0
31369,Cape Town,2026-04-14,Silver,Call,2026.0,4.0,2.0
52983,Johannesburg,2021-03-11,Bronze,Email,2021.0,3.0,1.0
17364,Pretoria,2024-07-22,Bronze,Email,2024.0,7.0,3.0
50710,Cape Town,2021-04-15,Silver,Sms,2021.0,4.0,2.0
36126,Cape Town,2025-10-09,Bronze,Call,2025.0,10.0,4.0
8792,Pretoria,2022-05-18,Silver,Email,2022.0,5.0,2.0
18727,Cape Town,2024-09-10,Bronze,Sms,2024.0,9.0,3.0
48515,Unknown,2024-08-16,Bronze,Call,2024.0,8.0,3.0
58474,Durban,2024-12-21,Gold,Whatsapp,2024.0,12.0,4.0
9234,Pretoria,2026-03-24,Bronze,Email,2026.0,3.0,1.0
28303,Durban,2025-10-07,Bronze,Whatsapp,2025.0,10.0,4.0
48446,Durban,2022-07-19,Bronze,Whatsapp,2022.0,7.0,3.0
46773,Durban,2023-03-15,Silver,Email,2023.0,3.0,1.0
21054,Pretoria,2026-01-20,Silver,Whatsapp,2026.0,1.0,1.0
1338,Pretoria,2023-07-30,Bronze,Email,2023.0,7.0,3.0
20014,Pretoria,2023-05-04,Gold,Call,2023.0,5.0,2.0
32261,Durban,2022-03-18,Bronze,Call,2022.0,3.0,1.0
549,Durban,2023-02-06,Bronze,Email,2023.0,2.0,1.0
37409,Pretoria,2021-02-10,Silver,Email,2021.0,2.0,1.0
788,Unknown,2025-10-09,Bronze,Email,2025.0,10.0,4.0
42119,Pretoria,2024-11-08,Bronze,Sms,2024.0,11.0,4.0
4842,Cape Town,2026-03-23,Silver,Email,2026.0,3.0,1.0
29728,Pretoria,2024-04-27,Silver,Email,2024.0,4.0,2.0
52831,Unknown,2022-03-27,Silver,Call,2022.0,3.0,1.0
13464,Durban,2024-02-08,Silver,Call,2024.0,2.0,1.0
18906,Johannesburg,2024-06-19,Bronze,Email,2024.0,6.0,2.0
38480,Durban,2022-01-17,Bronze,Whatsapp,2022.0,1.0,1.0
3953,Cape Town,2021-07-13,Gold,Email,2021.0,7.0,3.0
37069,Unknown,2025-07-11,Silver,Email,2025.0,7.0,3.0
13478,Durban,2026-03-05,Gold,Whatsapp,2026.0,3.0,1.0
4362,Cape Town,2026-12-05,Bronze,Email,2026.0,12.0,4.0
13083,Durban,2025-02-26,Bronze,Sms,2025.0,2.0,1.0
48478,Cape Town,2024-09-17,Bronze,Email,2024.0,9.0,3.0
13127,Durban,2022-09-29,Bronze,Email,2022.0,9.0,3.0
17462,Unknown,2023-11-15,Silver,Whatsapp,2023.0,11.0,4.0
36714,Pretoria,2022-02-06,Bronze,Whatsapp,2022.0,2.0,1.0
45464,Unknown,2021-04-07,Bronze,Email,2021.0,4.0,2.0
28572,Johannesburg,2025-03-25,Bronze,Email,2025.0,3.0,1.0
11588,Cape Town,2022-03-09,Bronze,Email,2022.0,3.0,1.0
53229,Pretoria,2025-10-24,Bronze,Sms,2025.0,10.0,4.0
38340,Johannesburg,2021-01-18,Silver,Call,2021.0,1.0,1.0
57860,Cape Town,2023-06-01,Bronze,Sms,2023.0,6.0,2.0
46718,Durban,2026-03-01,Silver,Whatsapp,2026.0,3.0,1.0
40189,Johannesburg,2024-11-05,Bronze,Email,2024.0,11.0,4.0
52000,Cape Town,2023-05-01,Silver,Email,2023.0,5.0,2.0
4630,Pretoria,2023-12-18,Bronze,Email,2023.0,12.0,4.0
5814,Pretoria,2020-05-31,Silver,Email,2020.0,5.0,2.0
7005,Johannesburg,2023-03-10,Silver,Whatsapp,2023.0,3.0,1.0
10710,Pretoria,2024-09-04,Gold,Sms,2024.0,9.0,3.0
8104,Cape Town,2025-02-15,Silver,Email,2025.0,2.0,1.0
23324,Cape Town,2022-03-14,Bronze,Email,2022.0,3.0,1.0
3818,Cape Town,2023-09-27,Silver,Email,2023.0,9.0,3.0
41899,Pretoria,2023-02-01,Bronze,Email,2023.0,2.0,1.0
25253,Johannesburg,2022-06-06,Bronze,Email,2022.0,6.0,2.0
11895,Johannesburg,2023-12-06,Silver,Email,2023.0,12.0,4.0
16229,Durban,2022-06-27,Bronze,Email,2022.0,6.0,2.0
7812,Pretoria,2022-02-04,Gold,Email,2022.0,2.0,1.0
40731,Pretoria,2024-05-20,Silver,Sms,2024.0,5.0,2.0
35042,Pretoria,2022-11-22,Bronze,Sms,2022.0,11.0,4.0
49360,Johannesburg,2025-10-14,Silver,Whatsapp,2025.0,10.0,4.0
31892,Pretoria,2023-11-10,Gold,Email,2023.0,11.0,4.0
14305,Cape Town,2025-07-25,Silver,Call,2025.0,7.0,3.0
9322,Pretoria,2023-02-06,Bronze,Email,2023.0,2.0,1.0
9898,Durban,2023-01-29,Bronze,Sms,2023.0,1.0,1.0
50401,Unknown,2024-06-04,Gold,Email,2024.0,6.0,2.0
11537,Cape Town,2021-08-13,Bronze,Whatsapp,2021.0,8.0,3.0
33120,Durban,2023-12-14,Gold,Email,2023.0,12.0,4.0
22496,Durban,2021-02-21,Bronze,Email,2021.0,2.0,1.0
3943,Unknown,2026-03-20,Bronze,Sms,2026.0,3.0,1.0
34024,Cape Town,2021-02-08,Bronze,Email,2021.0,2.0,1.0
33197,Pretoria,2025-04-22,Silver,Email,2025.0,4.0,2.0
52121,Pretoria,2024-11-28,Bronze,Email,2024.0,11.0,4.0
26144,Pretoria,2026-03-12,Silver,Email,2026.0,3.0,1.0
55387,Cape Town,2024-06-21,Bronze,Call,2024.0,6.0,2.0
2821,Cape Town,2025-04-08,Silver,Sms,2025.0,4.0,2.0
41512,Pretoria,2021-09-20,Silver,Email,2021.0,9.0,3.0
18896,Unknown,2022-10-01,Bronze,Sms,2022.0,10.0,4.0
54035,Cape Town,2021-06-12,Silver,Call,2021.0,6.0,2.0
43160,Cape Town,2021-12-27,Bronze,Email,2021.0,12.0,4.0
43620,Cape Town,2025-10-09,Gold,Call,2025.0,10.0,4.0
7804,Durban,2025-12-20,Bronze,Whatsapp,2025.0,12.0,4.0
47625,Cape Town,2022-10-18,Bronze,Sms,2022.0,10.0,4.0
15555,Johannesburg,2024-02-09,Bronze,Whatsapp,2024.0,2.0,1.0
34784,Johannesburg,2021-03-08,Bronze,Call,2021.0,3.0,1.0
17289,Cape Town,2023-10-17,Gold,Email,2023.0,10.0,4.0
15834,Johannesburg,2023-10-30,Bronze,Sms,2023.0,10.0,4.0
45663,Durban,2024-10-14,Gold,Whatsapp,2024.0,10.0,4.0
54031,Durban,2021-11-01,Bronze,Email,2021.0,11.0,4.0
40974,Cape Town,2024-02-13,Silver,Whatsapp,2024.0,2.0,1.0
10498,Cape Town,2021-02-26,Bronze,Call,2021.0,2.0,1.0
41660,Unknown,2026-03-09,Bronze,Email,2026.0,3.0,1.0
36511,Cape Town,2025-12-02,Bronze,Whatsapp,2025.0,12.0,4.0
23132,Cape Town,2022-10-19,Bronze,Sms,2022.0,10.0,4.0
7053,Cape Town,2021-09-23,Bronze,Call,2021.0,9.0,3.0
4987,Cape Town,2021-06-12,Gold,Email,2021.0,6.0,2.0
27993,Cape Town,2025-01-14,Bronze,Email,2025.0,1.0,1.0
17367,Pretoria,2024-01-24,Silver,Email,2024.0,1.0,1.0
32907,Cape Town,2023-07-01,Silver,Email,2023.0,7.0,3.0
26132,Unknown,2024-07-10,Silver,Call,2024.0,7.0,3.0
58165,Johannesburg,2023-10-30,Bronze,Email,2023.0,10.0,4.0
35051,Pretoria,2023-10-18,Bronze,Call,2023.0,10.0,4.0
50784,Cape Town,2022-03-02,Silver,Whatsapp,2022.0,3.0,1.0
13233,Cape Town,2022-12-09,Bronze,Call,2022.0,12.0,4.0
34426,Cape Town,2021-01-19,Silver,Sms,2021.0,1.0,1.0
42161,Pretoria,2023-10-21,Bronze,Call,2023.0,10.0,4.0
116,Unknown,2025-04-20,Bronze,Call,2025.0,4.0,2.0
12764,Pretoria,2023-09-12,Bronze,Whatsapp,2023.0,9.0,3.0
52762,Pretoria,2025-04-23,Silver,Email,2025.0,4.0,2.0
28299,Pretoria,2022-06-02,Silver,Email,2022.0,6.0,2.0
12042,Durban,2022-03-27,Gold,Email,2022.0,3.0,1.0
339,Durban,2025-07-01,Silver,Call,2025.0,7.0,3.0
28923,Durban,2022-11-15,Bronze,Email,2022.0,11.0,4.0
14096,Pretoria,2023-11-01,Bronze,Email,2023.0,11.0,4.0
28677,Durban,2026-04-20,Silver,Call,2026.0,4.0,2.0
47462,Durban,2023-07-07,Gold,Sms,2023.0,7.0,3.0
5077,Cape Town,2021-12-11,Bronze,Email,2021.0,12.0,4.0
10204,Cape Town,2023-02-25,Bronze,Sms,2023.0,2.0,1.0
22525,Johannesburg,2023-01-26,Silver,Sms,2023.0,1.0,1.0
5144,Pretoria,2024-12-30,Silver,Email,2024.0,12.0,4.0
56722,Cape Town,2023-01-14,Bronze,Whatsapp,2023.0,1.0,1.0
44595,Cape Town,2022-02-08,Silver,Email,2022.0,2.0,1.0
39869,Pretoria,2021-03-24,Silver,Sms,2021.0,3.0,1.0
54525,Pretoria,2025-12-22,Bronze,Email,2025.0,12.0,4.0
22984,Johannesburg,2025-02-28,Silver,Call,2025.0,2.0,1.0
18419,Cape Town,2022-10-19,Silver,Sms,2022.0,10.0,4.0
4034,Pretoria,2023-03-22,Silver,Call,2023.0,3.0,1.0
986,Pretoria,2022-12-23,Bronze,Email,2022.0,12.0,4.0
51403,Pretoria,2021-01-18,Bronze,Email,2021.0,1.0,1.0
38108,Johannesburg,2022-07-10,Bronze,Whatsapp,2022.0,7.0,3.0
57207,Pretoria,2021-10-30,Bronze,Email,2021.0,10.0,4.0
53681,Cape Town,2022-04-17,Bronze,Email,2022.0,4.0,2.0
49563,Johannesburg,2022-03-07,Bronze,Email,2022.0,3.0,1.0
13429,Unknown,2025-09-17,Bronze,Email,2025.0,9.0,3.0
36030,Durban,2024-12-09,Bronze,Sms,2024.0,12.0,4.0
28524,Unknown,2021-06-27,Bronze,Whatsapp,2021.0,6.0,2.0
55192,Durban,2021-12-18,Silver,Email,2021.0,12.0,4.0
17258,Johannesburg,2021-12-29,Gold,Sms,2021.0,12.0,4.0
12276,Durban,2023-04-01,Gold,Email,2023.0,4.0,2.0
23794,Durban,2021-01-23,Silver,Whatsapp,2021.0,1.0,1.0
39247,Johannesburg,2022-11-22,Silver,Whatsapp,2022.0,11.0,4.0
21492,Unknown,2021-06-13,Gold,Email,2021.0,6.0,2.0
45845,Unknown,2024-10-02,Bronze,Whatsapp,2024.0,10.0,4.0
48093,Pretoria,2024-05-20,Silver,Call,2024.0,5.0,2.0
31331,Unknown,2022-01-24,Bronze,Email,2022.0,1.0,1.0
33968,Cape Town,2023-05-25,Silver,Email,2023.0,5.0,2.0
9706,Durban,2023-09-02,Silver,Call,2023.0,9.0,3.0
50151,Cape Town,2021-04-20,Silver,Email,2021.0,4.0,2.0
48003,Johannesburg,2026-04-01,Bronze,Call,2026.0,4.0,2.0
20667,Unknown,2026-01-17,Bronze,Sms,2026.0,1.0,1.0
24023,Unknown,2026-03-17,Bronze,Email,2026.0,3.0,1.0
58254,Pretoria,2023-02-25,Bronze,Email,2023.0,2.0,1.0
8644,Cape Town,2021-10-24,Silver,Email,2021.0,10.0,4.0
7683,Pretoria,2025-08-27,Silver,Email,2025.0,8.0,3.0
3539,Pretoria,2023-02-06,Silver,Email,2023.0,2.0,1.0
41774,Pretoria,2023-07-22,Silver,Sms,2023.0,7.0,3.0
39877,Pretoria,2026-02-08,Silver,Call,2026.0,2.0,1.0
30172,Pretoria,2023-09-12,Bronze,Whatsapp,2023.0,9.0,3.0
49925,Durban,2023-05-14,Bronze,Email,2023.0,5.0,2.0
52045,Pretoria,2024-02-08,Gold,Whatsapp,2024.0,2.0,1.0
49518,Johannesburg,2024-07-23,Bronze,Email,2024.0,7.0,3.0
50715,Cape Town,2024-02-05,Silver,Email,2024.0,2.0,1.0
15784,Cape Town,2021-08-13,Bronze,Call,2021.0,8.0,3.0
14214,Pretoria,2025-02-10,Gold,Email,2025.0,2.0,1.0
25878,Pretoria,2025-01-22,Silver,Whatsapp,2025.0,1.0,1.0
21188,Durban,2024-08-07,Bronze,Email,2024.0,8.0,3.0
1288,Cape Town,2023-05-14,Silver,Sms,2023.0,5.0,2.0
16484,Pretoria,2023-03-01,Silver,Email,2023.0,3.0,1.0
46451,Johannesburg,2025-02-02,Bronze,Email,2025.0,2.0,1.0
4852,Pretoria,2022-06-01,Bronze,Email,2022.0,6.0,2.0
58541,Johannesburg,2023-02-11,Gold,Email,2023.0,2.0,1.0
1503,Cape Town,2022-12-13,Silver,Email,2022.0,12.0,4.0
18395,Unknown,2021-04-10,Silver,Email,2021.0,4.0,2.0
4875,Pretoria,2021-07-29,Bronze,Call,2021.0,7.0,3.0
18367,Unknown,2026-08-03,Silver,Email,2026.0,8.0,3.0
35490,Durban,2021-04-09,Silver,Email,2021.0,4.0,2.0
20277,Pretoria,2026-05-05,Bronze,Call,2026.0,5.0,2.0
54513,Cape Town,2025-12-25,Bronze,Sms,2025.0,12.0,4.0
7782,Pretoria,2021-09-25,Silver,Email,2021.0,9.0,3.0
18327,Unknown,2023-07-10,Bronze,Email,2023.0,7.0,3.0
45675,Pretoria,2024-04-19,Bronze,Email,2024.0,4.0,2.0
4067,Cape Town,2023-10-20,Bronze,Email,2023.0,10.0,4.0
44647,Cape Town,2022-01-09,Silver,Email,2022.0,1.0,1.0
56478,Cape Town,2021-01-15,Gold,Email,2021.0,1.0,1.0
28099,Cape Town,2026-04-19,Bronze,Email,2026.0,4.0,2.0
5737,Unknown,2025-04-25,Silver,Email,2025.0,4.0,2.0
5607,Durban,2023-11-30,Bronze,Email,2023.0,11.0,4.0
55002,Pretoria,2024-03-28,Bronze,Email,2024.0,3.0,1.0
11330,Unknown,2021-05-28,Silver,Whatsapp,2021.0,5.0,2.0
26386,Johannesburg,2023-12-30,Silver,Whatsapp,2023.0,12.0,4.0
39405,Cape Town,2023-10-29,Bronze,Email,2023.0,10.0,4.0
34713,Cape Town,2024-12-16,Silver,Whatsapp,2024.0,12.0,4.0
39295,Durban,2024-03-30,Silver,Email,2024.0,3.0,1.0
49912,Unknown,2024-02-24,Silver,Call,2024.0,2.0,1.0
1930,Durban,2026-05-21,Bronze,Call,2026.0,5.0,2.0
32616,Pretoria,2023-06-05,Gold,Whatsapp,2023.0,6.0,2.0
6514,Cape Town,2021-01-09,Bronze,Sms,2021.0,1.0,1.0
11688,Cape Town,2021-05-27,Silver,Email,2021.0,5.0,2.0
48867,Durban,2021-06-02,Silver,Email,2021.0,6.0,2.0
13423,Cape Town,2023-02-08,Silver,Whatsapp,2023.0,2.0,1.0
57210,Pretoria,2024-01-30,Bronze,Sms,2024.0,1.0,1.0
53897,Johannesburg,2025-10-18,Silver,Email,2025.0,10.0,4.0
6475,Cape Town,2025-02-24,Bronze,Email,2025.0,2.0,1.0
15233,Durban,2022-05-26,Bronze,Email,2022.0,5.0,2.0
11513,Durban,2025-09-25,Bronze,Email,2025.0,9.0,3.0
45860,Cape Town,2023-06-20,Gold,Email,2023.0,6.0,2.0
35878,Cape Town,2021-02-14,Bronze,Call,2021.0,2.0,1.0
14614,Unknown,2022-11-14,Bronze,Email,2022.0,11.0,4.0
30879,Johannesburg,2024-06-08,Gold,Email,2024.0,6.0,2.0
29070,Durban,2026-04-14,Bronze,Sms,2026.0,4.0,2.0
45063,Cape Town,2026-01-23,Silver,Email,2026.0,1.0,1.0
9810,Cape Town,2024-02-05,Gold,Sms,2024.0,2.0,1.0
20510,Durban,2024-03-26,Silver,Call,2024.0,3.0,1.0
37575,Unknown,2022-02-27,Bronze,Email,2022.0,2.0,1.0
37670,Cape Town,2025-06-01,Gold,Sms,2025.0,6.0,2.0
4001,Johannesburg,2022-09-15,Bronze,Email,2022.0,9.0,3.0
22687,Pretoria,2024-08-07,Gold,Email,2024.0,8.0,3.0
22579,Pretoria,2023-09-19,Silver,Email,2023.0,9.0,3.0
9426,Durban,2020-04-15,Bronze,Call,2020.0,4.0,2.0
17815,Pretoria,2021-08-29,Silver,Sms,2021.0,8.0,3.0
37457,Durban,2021-10-28,Bronze,Email,2021.0,10.0,4.0
37167,Cape Town,2022-03-19,Bronze,Whatsapp,2022.0,3.0,1.0
40723,Unknown,2023-12-26,Bronze,Call,2023.0,12.0,4.0
50007,Pretoria,2022-08-20,Bronze,Call,2022.0,8.0,3.0
17566,Cape Town,2021-11-18,Bronze,Email,2021.0,11.0,4.0
42867,Johannesburg,2024-11-28,Bronze,Email,2024.0,11.0,4.0
37533,Unknown,2024-06-22,Bronze,Email,2024.0,6.0,2.0
33514,Pretoria,2023-05-01,Bronze,Whatsapp,2023.0,5.0,2.0
11291,Johannesburg,2022-10-19,Bronze,Call,2022.0,10.0,4.0
25490,Pretoria,2024-01-15,Bronze,Whatsapp,2024.0,1.0,1.0
49104,Cape Town,2021-11-16,Silver,Whatsapp,2021.0,11.0,4.0
38004,Durban,2024-08-29,Bronze,Email,2024.0,8.0,3.0
44825,Pretoria,2025-11-26,Silver,Email,2025.0,11.0,4.0
50600,Durban,2025-08-22,Silver,Email,2025.0,8.0,3.0
11576,Pretoria,2022-04-24,Silver,Call,2022.0,4.0,2.0
41828,Durban,2023-08-14,Gold,Sms,2023.0,8.0,3.0
17257,Pretoria,2023-10-26,Silver,Call,2023.0,10.0,4.0
3591,Pretoria,2025-03-29,Silver,Email,2025.0,3.0,1.0
53992,Pretoria,2023-08-13,Bronze,Email,2023.0,8.0,3.0
40354,Unknown,2021-01-07,Bronze,Email,2021.0,1.0,1.0
694,Pretoria,2024-06-26,Silver,Whatsapp,2024.0,6.0,2.0
21297,Johannesburg,2025-06-30,Silver,Sms,2025.0,6.0,2.0
11586,Cape Town,2025-12-30,Bronze,Call,2025.0,12.0,4.0
22620,Unknown,2024-12-15,Bronze,Email,2024.0,12.0,4.0
34129,Pretoria,2024-08-05,Silver,Email,2024.0,8.0,3.0
52635,Durban,2023-07-11,Silver,Email,2023.0,7.0,3.0
43180,Pretoria,2024-06-14,Bronze,Email,2024.0,6.0,2.0
2230,Unknown,2024-01-17,Silver,Sms,2024.0,1.0,1.0
57085,Pretoria,2023-09-22,Bronze,Email,2023.0,9.0,3.0
31786,Durban,2023-09-07,Silver,Email,2023.0,9.0,3.0
25341,Pretoria,2023-05-10,Bronze,Whatsapp,2023.0,5.0,2.0
22224,Cape Town,2022-08-24,Gold,Email,2022.0,8.0,3.0
19926,Durban,2026-02-27,Silver,Whatsapp,2026.0,2.0,1.0
19342,Johannesburg,2023-09-16,Bronze,Email,2023.0,9.0,3.0
21759,Durban,2024-06-07,Bronze,Sms,2024.0,6.0,2.0
4833,Unknown,2025-07-27,Silver,Whatsapp,2025.0,7.0,3.0
16447,Pretoria,2020-02-17,Gold,Email,2020.0,2.0,1.0
2497,Unknown,2024-04-06,Silver,Call,2024.0,4.0,2.0
46869,Cape Town,2024-07-04,Gold,Email,2024.0,7.0,3.0
25741,Cape Town,2025-11-13,Silver,Whatsapp,2025.0,11.0,4.0
55314,Unknown,2024-05-30,Gold,Whatsapp,2024.0,5.0,2.0
37923,Durban,2022-05-24,Bronze,Call,2022.0,5.0,2.0
25609,Johannesburg,2023-12-16,Bronze,Email,2023.0,12.0,4.0
27524,Pretoria,2021-05-13,Bronze,Email,2021.0,5.0,2.0
44345,Johannesburg,2025-12-11,Bronze,Email,2025.0,12.0,4.0
44259,Durban,2023-01-14,Bronze,Email,2023.0,1.0,1.0
29250,Unknown,2023-01-17,Bronze,Email,2023.0,1.0,1.0
10506,Johannesburg,2021-02-27,Bronze,Email,2021.0,2.0,1.0
7979,Pretoria,2024-02-27,Bronze,Whatsapp,2024.0,2.0,1.0
33123,Pretoria,2025-12-24,Gold,Email,2025.0,12.0,4.0
12762,Cape Town,2023-01-13,Bronze,Email,2023.0,1.0,1.0
27412,Durban,2025-08-11,Bronze,Call,2025.0,8.0,3.0
13690,Cape Town,2022-02-26,Bronze,Email,2022.0,2.0,1.0
19531,Durban,2023-07-16,Bronze,Call,2023.0,7.0,3.0
55459,Cape Town,2023-02-25,Bronze,Call,2023.0,2.0,1.0
30707,Cape Town,2024-11-12,Bronze,Email,2024.0,11.0,4.0
49867,Cape Town,2022-11-06,Silver,Email,2022.0,11.0,4.0
4480,Durban,2022-12-11,Silver,Whatsapp,2022.0,12.0,4.0
31461,Cape Town,2023-12-10,Silver,Email,2023.0,12.0,4.0
11687,Pretoria,2022-03-20,Bronze,Whatsapp,2022.0,3.0,1.0
14657,Cape Town,2021-06-28,Gold,Email,2021.0,6.0,2.0
32519,Unknown,2023-05-29,Bronze,Email,2023.0,5.0,2.0
50927,Cape Town,2025-06-09,Silver,Email,2025.0,6.0,2.0
10648,Cape Town,2022-03-18,Bronze,Email,2022.0,3.0,1.0
50285,Unknown,2024-10-07,Silver,Email,2024.0,10.0,4.0
51450,Cape Town,2022-09-13,Silver,Email,2022.0,9.0,3.0
37005,Pretoria,2024-02-20,Bronze,Sms,2024.0,2.0,1.0
27706,Johannesburg,2022-03-12,Silver,Email,2022.0,3.0,1.0
1749,Johannesburg,2025-10-09,Gold,Email,2025.0,10.0,4.0
13502,Pretoria,2023-10-13,Silver,Email,2023.0,10.0,4.0
44493,Johannesburg,2025-11-08,Silver,Sms,2025.0,11.0,4.0
15294,Cape Town,2024-01-17,Silver,Email,2024.0,1.0,1.0
1312,Durban,2026-03-16,Bronze,Email,2026.0,3.0,1.0
33013,Pretoria,2023-01-16,Silver,Whatsapp,2023.0,1.0,1.0
18910,Pretoria,2025-11-13,Silver,Email,2025.0,11.0,4.0
27017,Cape Town,2025-03-21,Bronze,Call,2025.0,3.0,1.0
43822,Pretoria,2021-04-19,Bronze,Sms,2021.0,4.0,2.0
24922,Cape Town,2023-07-24,Bronze,Call,2023.0,7.0,3.0
42999,Cape Town,2025-08-27,Bronze,Call,2025.0,8.0,3.0
30236,Unknown,2024-05-04,Bronze,Call,2024.0,5.0,2.0
58794,Pretoria,2022-07-12,Bronze,Email,2022.0,7.0,3.0
3836,Cape Town,2022-10-24,Silver,Whatsapp,2022.0,10.0,4.0
54691,Johannesburg,2023-06-25,Gold,Call,2023.0,6.0,2.0
33278,Unknown,2022-02-09,Bronze,Email,2022.0,2.0,1.0
42239,Durban,2021-03-15,Bronze,Email,2021.0,3.0,1.0
53525,Pretoria,2024-05-05,Silver,Email,2024.0,5.0,2.0
46735,Cape Town,2025-05-30,Silver,Call,2025.0,5.0,2.0
39089,Johannesburg,2021-05-06,Bronze,Sms,2021.0,5.0,2.0
46376,Cape Town,2023-11-23,Bronze,Whatsapp,2023.0,11.0,4.0
22275,Pretoria,2024-10-13,Gold,Email,2024.0,10.0,4.0
2785,Cape Town,2026-01-02,Bronze,Whatsapp,2026.0,1.0,1.0
27363,Unknown,2025-03-24,Gold,Whatsapp,2025.0,3.0,1.0
