customer_id,city,signup_date,customer_tier,prefered_contact_method
6878,Cape Town,2/6/2021,NULL,Email
53997,Cape Town,2/20/2026,Bronze,Email
16418, NULL ,11/12/2023,Gold,Email
43458,Pretoria,20/07/2025,Bronze,Email
28987,Cape Town,27/06/2022,Silver, EMAIL 
41658,Durban,6/9/2023,SILVER,email
51514, NULL ,12/22/2023,Gold,Email
58482,Cape Town,3/18/2024,Gold,whatsapp
331, cape town ,7/20/2024,Silver, EMAIL 
153,Pretoria,11/25/2025,SILVER,sms
26596, NULL ,12/26/2023,NULL,email
35526,Cape Town,4/27/2023,Bronze,Email
49186,Pretoria,4/5/2023,Gold, EMAIL 
40407,Durban,6/24/2021,Gold,email
45019,Cape Town,5/16/2026,Gold, EMAIL 
53168,Johannesburg,7/21/2023,NULL,whatsapp
37491,Pretoria,11/18/2024,Bronze,whatsapp
31119,Durban,6/20/2025,Silver,Email
20307,Cape Town,9/20/2024,Gold,Email
34955,Durban,3/4/2025,NULL,Email
41957,Pretoria,9/4/2023,SILVER,Email
20121,Pretoria,6/28/2021,Bronze, EMAIL 
19794,Pretoria,"Wednesday, May 31, 2023",Gold,email
43037,Johannesburg,11/27/2022,Gold,whatsapp
52882, NULL ,"Friday, November 10, 2023",Gold,email
37175, NULL ,8/26/2021,Gold,whatsapp
36835, NULL ,4/29/2021,Bronze,whatsapp
19094,Pretoria,10/12/2024,Silver,Email
12619,Pretoria,"Friday, June 10, 2022",Gold,sms
51936, NULL ,3/31/2022,Silver,email
43099,Johannesburg,"Thursday, November 17, 2022",Gold,Email
20789,Pretoria,2/17/2022,Silver,Email
3670,Pretoria,11/3/2025,Gold,Email
56398,Pretoria,23/03/2023,Silver,call
55417,Cape Town,9/16/2025,NULL,email
11124,Pretoria,6/20/2026,Bronze, EMAIL 
50270,Pretoria,11/3/2025,SILVER, EMAIL 
46400,Johannesburg,6/28/2026,Silver,Email
4297,Pretoria,12/5/2022,Gold, EMAIL 
48791,Pretoria,14/05/2026,Bronze,email
41393, cape town ,11/9/2024,NULL,email
43825,Pretoria,11/28/2022,NULL,whatsapp
33902,Pretoria,3/7/2021,Silver,whatsapp
28717, cape town ,5/7/2021,Gold,Email
31187,Pretoria,16/11/2022,Gold,sms
5749, NULL ,4/3/2021,Silver,Email
1519,Durban,"Tuesday, March 10, 2026",Gold,whatsapp
44455,Durban,"Saturday, September 18, 2021",Gold,Email
13210, NULL ,2/17/2020,Silver,sms
55282,Cape Town,5/3/2026,Gold,Email
46658,Pretoria,18/01/2024,NULL,Email
20413,Pretoria,10/3/2023,Gold,email
54280,Cape Town,12/19/2025,Gold, EMAIL 
32561,Johannesburg,1/25/2025,Gold, EMAIL 
9143,Durban,10/19/2024,Gold,whatsapp
854,Cape Town,2/10/2023,SILVER,Email
37117,Johannesburg,2/18/2023,Bronze,call
2258,Cape Town,5/7/2026,Silver,Email
47678,Pretoria,2/27/2022,Silver,Email
1196, NULL ,30/09/2022,Silver,sms
27103, NULL ,29/03/2026,Gold, EMAIL 
33986,Pretoria,17/07/2025,SILVER,whatsapp
26733,Pretoria,1/12/2021,Bronze, EMAIL 
57566,Johannesburg,8/19/2025,Gold,Email
35515, NULL ,9/17/2025,Silver, EMAIL 
10304,Durban,8/24/2024,Bronze,sms
29522, NULL ,4/5/2021,SILVER,Email
14515,Durban,5/7/2021,NULL,Email
38388,Pretoria,24/07/2023,Bronze,call
52076, NULL ,5/2/2026,SILVER,whatsapp
21776,Pretoria,10/9/2025,NULL,Email
50317,Pretoria,4/21/2026,Gold,Email
58787, cape town ,25/06/2022,SILVER,Email
57441,Durban,22/06/2023,Bronze, EMAIL 
30444,Pretoria,9/10/2025,SILVER, EMAIL 
2196,Cape Town,9/1/2024,Gold,call
29920,Pretoria,10/5/2025,NULL, EMAIL 
39349,Cape Town,10/11/2025,Gold,email
42258, cape town ,7/20/2022,NULL,call
13313,Durban,25/04/2022,SILVER,call
45836, NULL ,18/06/2024,Silver,Email
10769,Cape Town,3/25/2021,NULL, EMAIL 
19005, cape town ,6/10/2023,Gold,sms
44958,Cape Town,1/15/2025,Silver,call
6376, cape town ,7/24/2024,Bronze,sms
53465,Johannesburg,17/06/2025,NULL,sms
21078, NULL ,7/25/2022,Gold,sms
58142, cape town ,25/02/2025,SILVER,call
44086,Durban,7/30/2023,SILVER,Email
35262,Pretoria,7/18/2024,NULL,Email
19902,Pretoria,11/9/2023,Silver,Email
37109,Pretoria,10/10/2024,Silver,call
21722,Durban,5/3/2024,Gold,email
39033, NULL ,3/7/2024,Bronze,Email
3106,Cape Town,5/12/2024,Gold, EMAIL 
46058, cape town ,7/21/2022,NULL,call
22284,Pretoria,1/31/2025,Silver,call
37551,Cape Town,30/12/2021,Gold, EMAIL 
8086, NULL ,5/16/2024,Gold,sms
56074,Pretoria,6/10/2022,Silver,Email
22495, cape town ,5/28/2025,NULL,Email
54402,Johannesburg,1/23/2026,Gold,sms
52195,Pretoria,1/14/2023,Gold,sms
35851,Pretoria,5/21/2026,SILVER,call
19932, NULL ,5/31/2025,SILVER,sms
33408, cape town ,10/6/2024,Gold,whatsapp
12737,Pretoria,2/22/2021,Gold,Email
34080,Durban,29/01/2026,NULL,whatsapp
49966, NULL ,6/12/2022,Silver,whatsapp
3464, NULL ,1/5/2026,NULL,email
31338,Pretoria,"Sunday, September 28, 2025",Gold, EMAIL 
812,Durban,2/2/2023,Gold,Email
55343, cape town ,7/3/2026,NULL,sms
29826,Johannesburg,19/03/2025,Silver,Email
45986,Durban,3/4/2023,NULL,sms
35382,Cape Town,6/4/2024,SILVER,email
27020,Pretoria,9/7/2024,Bronze,Email
12968,Durban,9/14/2022,Bronze,Email
46438, NULL ,6/24/2025,Bronze,call
5605,Durban,4/21/2024,Gold,sms
10455,Pretoria,12/7/2023,Gold, EMAIL 
50722, cape town ,3/10/2025,Gold,Email
31771,Johannesburg,9/13/2025,Bronze,call
3040,Pretoria,24/05/2026,Silver,email
1114,Johannesburg,1/4/2025,SILVER,Email
10912,Johannesburg,3/29/2025,Gold,call
15503,Durban,6/3/2021,Gold,sms
38906,Durban,11/8/2020,Gold,email
38286,Johannesburg,12/18/2024,Silver,whatsapp
17579, cape town ,1/25/2021,Gold, EMAIL 
6348,Pretoria,26/09/2024,Gold,Email
8688,Pretoria,3/19/2024,Silver,sms
12911,Pretoria,4/6/2022,Gold,call
5996,Johannesburg,2/25/2026,Gold,whatsapp
36340,Durban,7/16/2022,SILVER,Email
6964, NULL ,11/3/2023,SILVER,Email
45940,Pretoria,1/10/2023,Bronze,call
30418,Pretoria,8/5/2025,Gold, EMAIL 
8022,Pretoria,5/12/2023,Silver,Email
29323,Cape Town,3/27/2023,Gold,Email
41527,Pretoria,3/24/2024,Gold,sms
57095,Johannesburg,2/1/2026,Bronze, EMAIL 
51257,Pretoria,5/18/2026,NULL,whatsapp
26089,Cape Town,13/01/2022,Gold,Email
30586, NULL ,4/29/2023,Gold,email
46684,Durban,9/16/2022,Silver, EMAIL 
49289,Pretoria,7/23/2021,NULL,Email
32159,Durban,7/1/2022,Bronze,whatsapp
9981,Pretoria,8/20/2020,Bronze, EMAIL 
845,Johannesburg,2/13/2026,NULL,call
36244, cape town ,6/28/2024,NULL,sms
37926,Durban,16/02/2023,Bronze,Email
54265,Durban,9/10/2022,Gold,whatsapp
48547,Durban,11/6/2025,Gold,call
32786, cape town ,2/6/2024,SILVER,sms
13919,Pretoria,8/12/2022,Gold,Email
38387,Durban,12/1/2025,Silver,email
13436,Pretoria,1/20/2026,Gold,call
15867,Pretoria,15/04/2025,Silver,whatsapp
39533, NULL ,5/10/2025,Gold,Email
58121,Johannesburg,9/25/2024,Gold, EMAIL 
13480,Johannesburg,15/07/2024,Bronze,sms
58438, NULL ,10/24/2023,Gold,email
40879, NULL ,12/6/2024,NULL, EMAIL 
25366, cape town ,2/12/2022,Gold,sms
11968,Pretoria,4/5/2026,Bronze, EMAIL 
46884, cape town ,16/10/2024,Gold,email
45270, NULL ,3/1/2021,NULL,sms
46566,Cape Town,9/1/2022,SILVER,Email
35222,Pretoria,5/4/2026,Silver, EMAIL 
43166,Cape Town,12/7/2024,Gold,Email
21291, cape town ,10/24/2023,Silver,Email
6438, cape town ,5/9/2026,Gold,whatsapp
7998, cape town ,14/05/2022,SILVER,sms
29688, cape town ,7/3/2022,Bronze,sms
43371,Johannesburg,13/06/2026,Bronze,sms
48875,Durban,8/20/2022,Silver,call
29217,Johannesburg,21/03/2023,Silver,whatsapp
38267,Durban,6/1/2022,Bronze,email
15481,Pretoria,2/7/2024,Gold,email
799,Pretoria,2/9/2025,Gold,whatsapp
42717,Johannesburg,10/24/2021,Bronze,sms
13959,Johannesburg,17/02/2022,SILVER, EMAIL 
49357, NULL ,26/02/2021,Bronze,sms
33758,Cape Town,16/01/2025,Silver,Email
43253,Durban,4/9/2026,Bronze,whatsapp
42090,Johannesburg,11/7/2024,Silver,call
58502, cape town ,5/19/2024,NULL,whatsapp
37520, cape town ,7/6/2023,Bronze,Email
36220,Cape Town,9/26/2022,Gold,email
42657,Pretoria,"Saturday, May 7, 2022",Gold,call
10325,Durban,10/7/2024,Silver, EMAIL 
56570, cape town ,12/9/2025,Silver,Email
36884, NULL ,1/7/2023,NULL,Email
48486, cape town ,11/29/2021,Gold,sms
33173,Durban,31/03/2022,Silver,whatsapp
26121,Cape Town,15/07/2024,Silver,Email
34876,Pretoria,5/4/2023,Gold,Email
4760,Pretoria,10/20/2024,Gold,Email
32352,Pretoria,15/10/2023,Gold,Email
1833,Pretoria,7/22/2023,SILVER,call
1592, NULL ,11/19/2023,Bronze,sms
9373,Durban,6/14/2022,Silver,call
18814,Cape Town,"Saturday, August 21, 2021",Gold,Email
2038,Pretoria,2/27/2025,Bronze,sms
19593,Johannesburg,6/28/2025,Bronze,Email
36796,Pretoria,24/06/2024,Gold, EMAIL 
47518,Durban,12/20/2024,Gold,email
41651, cape town ,2/25/2021,Silver,sms
19369,Durban,4/10/2022,Gold,sms
34239, NULL ,4/7/2023,NULL, EMAIL 
53112,Johannesburg,3/30/2022,Gold,Email
37751,Pretoria,3/16/2024,Gold,whatsapp
41960,Durban,3/2/2025,Bronze, EMAIL 
20097,Johannesburg,9/21/2022,Gold,Email
55151,Durban,10/12/2024,Silver,Email
24210,Cape Town,12/5/2024,SILVER,email
56529,Pretoria,3/28/2026,Gold,whatsapp
40639, NULL ,7/3/2026,Bronze,email
4636,Johannesburg,4/3/2023,Gold,Email
42703, NULL ,"Saturday, June 3, 2023",Gold,Email
43418, NULL ,26/11/2023,Bronze,sms
45397,Durban,3/31/2022,SILVER,call
22486,Pretoria,2/9/2026,Bronze, EMAIL 
10833,Pretoria,6/18/2021,Silver,Email
50498,Pretoria,21/01/2022,Silver,email
57391, cape town ,11/10/2022,NULL,call
23274,Durban,2/7/2022,NULL,Email
56611,Pretoria,4/30/2022,Bronze,email
17408, NULL ,22/04/2025,Silver,Email
18852,Cape Town,"Monday, October 20, 2025",Gold,call
21864, cape town ,14/05/2025,Gold, EMAIL 
28487,Pretoria,"Friday, January 31, 2025",Gold,whatsapp
34229,Pretoria,27/12/2021,Silver,email
34057, cape town ,5/11/2024,Gold,sms
26609,Pretoria,26/11/2024,Silver,Email
36110,Cape Town,11/3/2021,NULL,Email
5491,Pretoria,4/4/2024,NULL,Email
44511, cape town ,3/14/2023,SILVER,call
14978,Durban,5/13/2023,Silver,email
23674,Cape Town,8/29/2023,Gold,whatsapp
55175, cape town ,1/28/2024,NULL,Email
25958, NULL ,7/28/2022,Silver, EMAIL 
1007,Cape Town,6/21/2025,Silver,Email
3961,Pretoria,6/17/2021,NULL,Email
55682,Durban,3/27/2022,Silver,sms
32582,Pretoria,7/11/2021,Bronze,email
58918, cape town ,12/12/2024,Bronze,call
41885,Johannesburg,18/05/2024,Gold, EMAIL 
51922,Durban,2/14/2025,SILVER,Email
19900,Johannesburg,11/7/2021,Gold,whatsapp
58944,Durban,23/05/2026,Gold,Email
53050, NULL ,17/06/2026,Silver, EMAIL 
11052, NULL ,2/21/2023,Silver,email
52074,Pretoria,1/16/2026,SILVER,email
26850,Cape Town,2/24/2022,Silver,Email
4468,Pretoria,25/06/2024,Bronze,email
15345, NULL ,4/14/2022,SILVER,whatsapp
9102,Durban,13/04/2025,Gold,sms
4387,Pretoria,12/18/2021,Gold,Email
17298,Pretoria,3/17/2023,NULL, EMAIL 
936, cape town ,12/28/2025,NULL,Email
54132,Pretoria,4/5/2026,Silver, EMAIL 
9583, NULL ,7/15/2024,Gold,whatsapp
33589,Durban,15/03/2021,NULL,email
20350,Johannesburg,2/9/2022,Silver,whatsapp
51167, cape town ,2/16/2022,Gold,email
29681, NULL ,10/29/2023,NULL,Email
56741,Johannesburg,9/14/2021,Gold,email
47986,Cape Town,1/3/2021,Silver,whatsapp
26796, NULL ,4/26/2023,Gold,whatsapp
17675,Pretoria,5/23/2024,Silver,whatsapp
6181,Cape Town,22/08/2023,NULL,sms
27833,Johannesburg,5/12/2026,Gold,sms
21968, cape town ,1/29/2022,NULL,whatsapp
43864,Durban,6/15/2023,Silver,call
33724, cape town ,4/24/2025,SILVER,email
16814,Durban,1/9/2021,Silver,Email
56998,Cape Town,1/21/2021,Silver,Email
7884,Pretoria,11/8/2022,SILVER,email
14935, cape town ,7/23/2021,NULL,sms
54572, NULL ,21/05/2021,Gold,Email
53482,Johannesburg,2/4/2023,NULL,call
44766, NULL ,11/9/2024,Silver,sms
40746,Durban,6/12/2021,Silver,Email
56663,Pretoria,3/8/2022,Silver, EMAIL 
7821,Cape Town,12/1/2025,Gold,call
3612, NULL ,28/08/2025,Gold, EMAIL 
54610,Pretoria,2/20/2026,Gold,whatsapp
48299, cape town ,1/20/2023,Bronze,Email
45113, NULL ,15/03/2021,Bronze,Email
10003,Johannesburg,"Wednesday, July 1, 2026",Gold,Email
13379,Cape Town,7/18/2025,SILVER,Email
13958,Pretoria,3/31/2022,Gold,whatsapp
23911,Cape Town,23/04/2023,Gold,Email
33552, NULL ,18/07/2024,SILVER, EMAIL 
18544,Durban,5/5/2023,Gold,Email
54029,Pretoria,1/27/2026,NULL,call
27518, cape town ,4/30/2026,NULL, EMAIL 
50542,Johannesburg,11/12/2021,Gold,sms
51893, NULL ,13/01/2024,Bronze,Email
31823, NULL ,3/11/2023,Bronze, EMAIL 
3904, NULL ,12/3/2025,Gold,call
12967, NULL ,9/20/2022,Bronze,call
33990,Durban,7/9/2022,SILVER,whatsapp
33795, NULL ,7/5/2025,NULL,sms
17759,Johannesburg,12/28/2024,NULL,email
32366, NULL ,1/2/2021,SILVER,call
22368,Cape Town,5/11/2023,Silver, EMAIL 
16132,Pretoria,2/17/2026,Silver,sms
34868,Johannesburg,4/7/2025,Silver,call
50413,Pretoria,6/11/2025,NULL,email
1182,Johannesburg,6/27/2021,Silver,call
29820,Pretoria,2/15/2025,Gold,whatsapp
17772,Pretoria,12/11/2023,Gold,sms
38079, cape town ,6/17/2022,Gold,Email
1463,Durban,3/7/2023,NULL,whatsapp
8151, cape town ,1/24/2023,Bronze, EMAIL 
1959,Pretoria,"Sunday, January 22, 2023",Gold,Email
29352, NULL ,12/22/2022,NULL,Email
8693,Pretoria,10/1/2022,Gold,email
56999,Durban,9/16/2023,NULL,whatsapp
32206,Johannesburg,8/4/2025,Bronze,call
49525,Johannesburg,12/8/2022,Silver,sms
1341,Cape Town,30/09/2022,SILVER,email
46319, cape town ,6/21/2022,Gold,email
49834, NULL ,9/17/2022,Bronze,Email
33016,Pretoria,11/23/2024,Gold,whatsapp
17823,Johannesburg,30/08/2024,SILVER, EMAIL 
12966,Pretoria,1/12/2026,Gold,sms
32266,Johannesburg,8/7/2025,Silver,whatsapp
33000,Durban,1/4/2022,Gold,email
8629,Johannesburg,"Wednesday, June 24, 2026",Gold,call
54251,Pretoria,4/12/2022,NULL,sms
50116, NULL ,16/04/2026,Gold,Email
46548,Durban,11/9/2023,Gold,Email
14909, NULL ,4/5/2022,NULL, EMAIL 
12478,Johannesburg,1/10/2021,Bronze, EMAIL 
42752,Durban,10/6/2021,Gold,whatsapp
57731,Pretoria,10/14/2020,NULL,whatsapp
14472, NULL ,3/3/2021,Silver, EMAIL 
7904,Pretoria,2/4/2026,Gold,email
56299,Johannesburg,22/02/2024,Bronze,email
33444, NULL ,1/16/2026,Bronze, EMAIL 
10864, cape town ,2/14/2025,Gold,sms
44889, cape town ,7/3/2023,Gold,call
35861,Cape Town,8/8/2023,SILVER, EMAIL 
58688,Pretoria,11/4/2025,NULL,Email
22501,Johannesburg,7/22/2020,SILVER,Email
47933,Johannesburg,9/2/2024,Silver,Email
5755,Pretoria,4/1/2021,SILVER,sms
7940,Durban,8/26/2023,Gold,whatsapp
27333,Pretoria,12/7/2024,Gold,Email
50754,Johannesburg,9/6/2024,Gold,Email
669,Pretoria,3/23/2024,Bronze,whatsapp
1252,Cape Town,5/15/2026,Silver,Email
58697,Johannesburg,5/12/2022,Gold,Email
12047, NULL ,6/8/2023,Bronze,Email
33993,Johannesburg,1/12/2022,Silver,Email
51981,Pretoria,5/28/2025,Silver,email
17608,Pretoria,21/04/2021,Gold, EMAIL 
28162, cape town ,3/2/2021,SILVER,whatsapp
36814,Pretoria,4/4/2023,NULL, EMAIL 
54221,Pretoria,8/15/2021,Bronze,call
9840, cape town ,7/11/2022,SILVER, EMAIL 
22218, NULL ,1/5/2022,Gold,Email
34626,Johannesburg,4/15/2021,Silver,Email
51779,Johannesburg,1/28/2024,SILVER,call
42012,Pretoria,23/08/2025,SILVER,email
7786, NULL ,5/13/2025,Bronze,Email
23184,Cape Town,24/08/2025,NULL,call
29075, NULL ,8/6/2025,Silver, EMAIL 
34255,Johannesburg,11/6/2024,NULL,whatsapp
21349,Pretoria,7/9/2025,Gold, EMAIL 
22489,Durban,2/17/2023,Silver,call
54172,Johannesburg,6/11/2024,SILVER,Email
51372,Cape Town,9/26/2025,NULL, EMAIL 
6213,Pretoria,11/7/2021,NULL,email
20426,Durban,7/10/2022,Silver, EMAIL 
43686,Pretoria,9/27/2025,NULL, EMAIL 
21487,Johannesburg,2/21/2022,SILVER, EMAIL 
48614,Cape Town,8/9/2021,Gold,sms
34928,Pretoria,10/9/2022,SILVER,whatsapp
48644,Cape Town,9/22/2023,NULL, EMAIL 
33365,Pretoria,30/11/2022,Gold,sms
28210,Johannesburg,1/5/2021,SILVER,Email
767, cape town ,7/9/2023,Gold,sms
55388, cape town ,9/15/2022,SILVER, EMAIL 
40250,Cape Town,3/24/2023,Gold,whatsapp
49587, cape town ,10/1/2025,Silver,Email
35620,Pretoria,10/22/2021,Silver,email
57165,Johannesburg,19/12/2022,Silver,Email
16284, NULL ,1/11/2024,Bronze,email
40118,Johannesburg,5/4/2023,NULL,Email
35585,Johannesburg,3/20/2026,SILVER,Email
41528,Pretoria,4/1/2026,Silver,Email
26714,Durban,3/10/2025,Gold,Email
56216, cape town ,6/9/2022,NULL,whatsapp
41417, cape town ,2/5/2026,Gold,email
7568,Cape Town,6/22/2024,SILVER,email
3469, NULL ,2/23/2026,SILVER,whatsapp
47265,Cape Town,24/09/2023,Silver,Email
58561,Pretoria,5/5/2021,Gold,Email
56721,Johannesburg,17/12/2022,Silver,Email
8286,Cape Town,8/12/2022,Bronze,whatsapp
42755,Durban,11/18/2023,Bronze,Email
43390,Pretoria,23/11/2022,Bronze,sms
26542,Johannesburg,2/7/2025,Bronze,Email
12947,Pretoria,2/23/2022,Bronze,Email
7959, cape town ,2/12/2023,Gold,call
43222,Durban,10/16/2024,Bronze, EMAIL 
681, NULL ,5/19/2024,NULL, EMAIL 
4063,Cape Town,11/26/2022,Gold,sms
57698,Johannesburg,16/12/2023,Silver,Email
1956, NULL ,9/26/2022,SILVER,Email
30407,Johannesburg,15/02/2021,Gold,Email
33633,Johannesburg,7/29/2021,Silver,whatsapp
17564,Durban,9/6/2026,NULL,Email
53828,Cape Town,7/28/2021,Bronze,email
52376,Pretoria,5/27/2024,Bronze,Email
30031,Johannesburg,9/18/2024,SILVER,whatsapp
18649,Johannesburg,1/2/2021,SILVER, EMAIL 
41110,Pretoria,27/11/2022,Gold,email
27569,Cape Town,6/10/2024,Silver,Email
54370,Cape Town,7/9/2022,SILVER, EMAIL 
46164,Durban,1/23/2021,Gold,email
20693, cape town ,1/4/2023,NULL, EMAIL 
44622,Cape Town,5/16/2021,Gold,Email
43886,Pretoria,27/11/2025,Gold,sms
42316,Pretoria,27/06/2022,Silver,Email
23128,Cape Town,8/16/2024,Gold, EMAIL 
3645,Cape Town,13/10/2023,Silver,whatsapp
20186,Durban,10/5/2022,Silver,call
28991,Pretoria,"Sunday, June 20, 2021",Gold,whatsapp
13173, NULL ,1/25/2020,NULL,Email
4495,Cape Town,12/3/2025,Silver,Email
11568,Durban,7/23/2024,Gold,call
13923, cape town ,1/18/2025,Silver,email
17898,Cape Town,6/12/2023,NULL,Email
1950,Cape Town,2/3/2025,Gold,call
49951,Pretoria,1/6/2021,Gold,email
6832,Pretoria,4/10/2023,Gold,Email
40278,Pretoria,15/03/2023,SILVER,Email
34619,Pretoria,2/19/2025,Silver,call
10141, NULL ,8/12/2022,Silver,sms
44650,Pretoria,18/06/2022,Gold,whatsapp
50277,Pretoria,3/16/2023,Silver,call
5923,Cape Town,12/17/2024,NULL,whatsapp
57194, cape town ,2/10/2022,SILVER,sms
40175, cape town ,7/15/2023,NULL,call
24932,Johannesburg,"Tuesday, June 3, 2025",Gold,call
8070,Cape Town,20/05/2023,Gold,email
11428,Pretoria,1/13/2024,Gold,Email
5330,Pretoria,4/2/2025,Gold,sms
57365, cape town ,13/12/2024,Gold,Email
47151,Durban,"Thursday, January 4, 2024",Gold, EMAIL 
16959,Durban,26/12/2025,Bronze,call
14004, cape town ,1/8/2023,Gold,whatsapp
50531,Durban,29/08/2023,NULL,whatsapp
45132,Johannesburg,4/25/2026,SILVER,email
38745, NULL ,9/19/2024,Gold,call
27474, NULL ,1/24/2025,SILVER,email
19781, NULL ,25/02/2026,Bronze,Email
29124,Cape Town,11/22/2025,Silver,sms
30461, NULL ,7/10/2023,SILVER, EMAIL 
17344,Pretoria,10/30/2022,NULL,Email
5732, NULL ,7/10/2021,NULL,call
26478,Durban,7/28/2023,SILVER,Email
16578,Pretoria,2/5/2022,Bronze,whatsapp
34671,Johannesburg,5/13/2021,Bronze,Email
31298,Pretoria,10/26/2022,NULL,call
15352,Cape Town,4/17/2023,Silver,email
12419,Johannesburg,"Monday, July 12, 2021",Gold,sms
7417,Johannesburg,4/3/2024,NULL,sms
7717,Pretoria,12/19/2025,Gold,Email
55133, NULL ,10/23/2021,SILVER,Email
22162,Johannesburg,14/11/2023,Bronze,Email
14650,Cape Town,2/3/2024,SILVER, EMAIL 
4784,Durban,2/2/2022,Gold,email
55359,Cape Town,6/7/2023,Bronze,Email
52433, NULL ,11/11/2025,Bronze,call
2992, NULL ,7/30/2023,Silver,email
23999,Durban,10/24/2021,Silver, EMAIL 
12621,Pretoria,12/13/2023,Gold,sms
20010,Johannesburg,6/4/2023,Bronze,sms
37340,Pretoria,9/15/2022,Bronze,whatsapp
6651,Cape Town,11/20/2021,SILVER,sms
23152, cape town ,12/2/2023,Gold,Email
48081,Durban,26/05/2023,SILVER,Email
41913,Cape Town,2/2/2026,Silver,Email
3685,Johannesburg,5/8/2023,Silver, EMAIL 
14957, NULL ,3/20/2021,NULL,Email
57331,Cape Town,12/14/2024,SILVER,sms
44264,Johannesburg,5/9/2023,SILVER,call
27409,Durban,9/9/2021,Gold,Email
30908, NULL ,10/5/2023,Gold,Email
51735,Johannesburg,2/13/2026,Bronze,email
4476, cape town ,12/8/2025,Bronze,call
19368,Pretoria,7/10/2023,Gold,sms
19093, cape town ,7/20/2023,Gold,Email
13619, NULL ,"Monday, February 5, 2024",Gold, EMAIL 
49590,Durban,4/16/2024,SILVER, EMAIL 
58577,Durban,9/29/2022,NULL, EMAIL 
7968,Cape Town,1/1/2021,NULL,Email
17899,Pretoria,9/30/2023,SILVER, EMAIL 
34561,Pretoria,6/21/2025,SILVER,call
48418,Durban,8/7/2025,Silver,whatsapp
40865,Cape Town,7/14/2023,Bronze,whatsapp
22430,Pretoria,1/3/2026,Silver,email
55598,Pretoria,10/9/2025,SILVER,sms
27907,Pretoria,25/04/2025,Gold,whatsapp
40120,Pretoria,4/16/2021,Silver,Email
27839,Pretoria,28/06/2023,Silver,call
43665, NULL ,31/12/2022,Gold, EMAIL 
24730,Pretoria,1/10/2023,Silver,call
51407,Johannesburg,1/28/2023,Gold,email
40525,Pretoria,1/31/2023,NULL,Email
19613, NULL ,25/06/2025,SILVER,whatsapp
24152,Pretoria,12/5/2021,Gold,sms
54436,Pretoria,1/20/2025,Bronze,Email
36181,Durban,3/24/2022,Silver,whatsapp
56934, cape town ,10/12/2025,SILVER,sms
18830,Cape Town,8/10/2025,Gold, EMAIL 
54841, cape town ,3/16/2022,Gold,whatsapp
5047, NULL ,5/6/2025,SILVER,Email
16383,Pretoria,3/18/2022,NULL,sms
9030, cape town ,30/07/2021,SILVER,sms
37002, NULL ,3/2/2023,SILVER,email
20284,Pretoria,4/6/2021,SILVER,sms
37888,Pretoria,4/17/2023,Silver,whatsapp
44108, NULL ,8/6/2024,Silver,Email
47211,Durban,31/07/2025,Silver,call
53522,Durban,2/12/2021,SILVER,sms
20621,Johannesburg,6/18/2026,Bronze,Email
16306,Cape Town,6/6/2022,Gold,sms
7173, NULL ,9/5/2025,SILVER,call
21556, cape town ,7/24/2021,NULL,call
49221,Pretoria,4/28/2021,Silver,email
33042,Pretoria,4/3/2023,Gold,whatsapp
49230,Johannesburg,29/01/2021,Bronze,whatsapp
37594,Pretoria,22/05/2023,NULL,email
15628,Pretoria,10/1/2025,Gold, EMAIL 
30899,Cape Town,12/8/2022,Bronze, EMAIL 
37344,Johannesburg,3/3/2023,Gold,whatsapp
12802,Pretoria,3/17/2021,Gold,email
19434,Durban,9/10/2022,Gold,sms
8103, NULL ,3/3/2023,Gold,Email
6219,Johannesburg,8/18/2020,SILVER, EMAIL 
41989, cape town ,11/8/2022,NULL,call
41264, cape town ,29/12/2024,NULL,Email
3425,Durban,4/6/2023,SILVER,Email
47746,Durban,6/21/2021,Silver,Email
28400, NULL ,"Wednesday, February 3, 2021",Gold, EMAIL 
53536, cape town ,7/9/2025,SILVER,whatsapp
15846, NULL ,4/26/2021,Silver,Email
58033, cape town ,1/15/2021,Bronze,sms
42959,Pretoria,4/24/2023,Silver,sms
27426,Cape Town,12/12/2024,SILVER,call
9128,Pretoria,16/07/2023,Gold,email
39795,Cape Town,5/4/2024,SILVER,whatsapp
57167,Cape Town,10/6/2024,Silver,call
47815,Cape Town,20/06/2021,Gold,call
516,Cape Town,12/1/2024,SILVER,call
732,Johannesburg,8/11/2024,Silver,sms
50686,Johannesburg,8/27/2021,Gold,Email
7554,Durban,25/09/2022,Gold,whatsapp
22619,Pretoria,8/28/2025,Gold, EMAIL 
28927,Pretoria,19/03/2025,Gold,call
37149, NULL ,4/7/2023,SILVER,call
39814,Johannesburg,2/2/2022,Silver,email
43495,Cape Town,11/11/2024,NULL,Email
44462,Pretoria,4/3/2026,Bronze,Email
46266,Durban,12/28/2022,NULL,whatsapp
24126,Pretoria,12/27/2021,Gold,email
58434,Johannesburg,6/24/2026,NULL,email
24372,Pretoria,5/12/2024,Gold,email
44444,Pretoria,19/04/2021,SILVER,Email
38177,Cape Town,12/4/2023,Gold,Email
30650, cape town ,9/11/2022,Gold, EMAIL 
42455,Pretoria,11/5/2023,NULL,whatsapp
27622,Cape Town,15/08/2025,Gold,Email
43146,Pretoria,7/13/2023,Bronze,Email
1461, cape town ,4/17/2022,Bronze,whatsapp
52958, cape town ,3/20/2025,Bronze,sms
